monthly_income,income_variability,income_regularity,income_sources,monthly_transaction_count,average_transaction_value,transaction_consistency,digital_payment_ratio,electricity_payment_consistency,mobile_payment_consistency,rent_payment_consistency,average_payment_delay,on_time_payment_ratio,monthly_savings,savings_ratio,upi_activity_months,digital_activity_months,transaction_history_months,age_group,gender,income_group,occupation_category,repayment_probability,repayment_outcome
34434.81,0.4403,0.691,2,51,320.58,0.451,0.6136,0.6978,0.6789,0.6085,11.99,0.6617,8928.5,0.2593,21,34,21,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.809,1
27279.51,0.2957,0.7883,1,37,311.23,0.7258,0.6165,0.6287,0.566,0.6523,15.45,0.6157,5565.43,0.204,14,28,9,35-49,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.9683,1
45253.97,0.6379,0.5969,3,61,199.9,0.5592,0.7669,0.5194,0.4798,0.4456,19.47,0.4816,6818.7,0.1507,13,19,12,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.4314,0
27209.81,0.52,0.4566,2,42,297.6,0.407,0.8516,0.5972,0.5192,0.4901,16.79,0.5355,3856.67,0.1417,26,34,25,<25,Female,Low Income (<30k),Freelancer / Creator,0.7698,1
57818.68,0.7084,0.3253,2,58,273.14,0.6482,0.6743,0.3333,0.2983,0.374,28.85,0.3352,7427.29,0.1285,12,25,7,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.2723,0
45606.8,0.5838,0.5859,2,62,194.42,0.5844,0.7892,0.479,0.4997,0.5316,18.25,0.5034,9675.32,0.2121,17,31,15,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.6706,1
23846.45,0.6767,0.4224,1,51,213.72,0.7086,0.5462,0.5208,0.5566,0.5271,19.39,0.5348,5156.87,0.2163,35,46,32,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.6155,0
36825.83,0.7358,0.3339,3,49,376.43,0.2838,0.775,0.5793,0.531,0.515,16.29,0.5418,5323.85,0.1446,36,48,33,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.5353,0
36514.12,0.6528,0.4004,2,57,150.0,0.4112,0.5591,0.3927,0.3695,0.4388,23.47,0.4003,6205.18,0.1699,17,29,13,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.3421,1
15453.72,0.6297,0.4286,4,55,150.0,0.3492,0.6071,0.4363,0.4568,0.4515,19.97,0.4482,1946.43,0.126,26,31,23,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.2685,0
12346.31,0.6798,0.3176,3,48,150.0,0.6855,0.6398,0.3783,0.408,0.3892,25.28,0.3918,2156.67,0.1747,20,26,17,35-49,Non-Binary/Other,Low Income (<30k),Student / First-time Earner,0.3268,1
30977.61,0.146,0.98,2,50,302.84,0.7182,0.83,0.6057,0.6657,0.6199,15.58,0.6304,10429.95,0.3367,25,30,25,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9676,1
51777.25,0.417,0.6152,1,48,367.31,0.5015,0.669,0.6868,0.6423,0.6898,12.59,0.673,10381.83,0.2005,24,29,19,50+,Female,Middle Income (30k-80k),Freelancer / Creator,0.8174,1
29150.91,0.6991,0.3902,2,49,445.09,0.7543,0.7206,0.4548,0.4281,0.4703,20.06,0.4511,5230.62,0.1794,8,21,4,50+,Male,Low Income (<30k),Salaried Entry-level,0.4566,1
64100.74,0.6023,0.4448,1,62,558.75,0.6036,0.9285,0.3799,0.3775,0.3731,24.46,0.3769,6084.29,0.0949,24,26,24,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.2115,1
20093.18,0.4413,0.5765,2,57,449.4,0.7462,0.7255,0.6586,0.6803,0.6751,12.24,0.6713,5040.71,0.2509,45,60,42,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.9407,1
36553.02,0.5564,0.5402,1,47,532.83,0.6322,0.6279,0.508,0.4505,0.5506,20.95,0.5031,6011.25,0.1645,26,31,21,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.4096,1
69325.91,0.4035,0.5348,2,77,384.38,0.7765,0.9528,0.3563,0.4019,0.4467,21.61,0.4016,12742.28,0.1838,34,43,33,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7051,1
26530.87,0.7889,0.359,3,51,325.06,0.6254,0.4312,0.5864,0.5813,0.4753,20.15,0.5477,1682.43,0.0634,23,33,23,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.2469,0
28733.52,0.3635,0.6159,2,50,302.93,0.3365,0.9497,0.4917,0.5454,0.4461,24.0,0.4944,9087.39,0.3163,47,61,42,<25,Male,Low Income (<30k),Freelancer / Creator,0.7354,1
20220.56,0.3209,0.8081,1,48,150.0,0.5371,0.7059,0.6782,0.635,0.6847,13.29,0.666,5431.33,0.2686,24,29,20,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.9569,1
41449.6,0.2701,0.7464,2,58,157.11,0.6746,0.6067,0.5029,0.4782,0.4234,19.32,0.4682,11751.64,0.2835,14,17,12,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.8543,1
29309.51,0.4632,0.5055,1,50,395.28,0.3893,0.8925,0.5956,0.5552,0.6075,15.09,0.5861,9132.19,0.3116,28,43,27,<25,Male,Low Income (<30k),Freelancer / Creator,0.7855,1
48282.58,0.4043,0.5959,3,65,347.83,0.7576,0.6913,0.5868,0.6084,0.6025,16.24,0.5992,12188.91,0.2524,29,41,25,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8611,1
24938.72,0.5344,0.5167,1,43,150.0,0.5144,0.6856,0.3528,0.3419,0.4636,22.38,0.3861,4497.62,0.1803,15,24,15,50+,Female,Low Income (<30k),Gig Worker / Delivery,0.3365,0
20432.47,0.2852,0.965,3,50,197.63,0.8061,0.8221,0.7499,0.7532,0.6997,9.42,0.7342,6667.95,0.3263,23,40,18,25-34,Non-Binary/Other,Low Income (<30k),Gig Worker / Delivery,0.9835,1
65677.87,0.2357,0.7526,2,58,584.75,0.7657,0.797,0.7415,0.7067,0.6616,10.58,0.7033,18440.8,0.2808,9,21,5,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9758,1
28081.5,0.2483,0.7255,3,44,204.55,0.746,0.907,0.5563,0.6356,0.5359,15.04,0.5759,7040.28,0.2507,26,36,24,25-34,Female,Low Income (<30k),Salaried Entry-level,0.9045,1
85866.64,0.2025,0.8297,2,76,636.86,0.6537,0.7963,0.5967,0.5999,0.5975,14.25,0.598,21107.79,0.2458,13,21,12,25-34,Female,Upper Middle (>80k),Freelancer / Creator,0.9511,1
44430.53,0.2062,0.803,3,50,405.14,0.8025,0.8345,0.5947,0.581,0.6315,14.65,0.6024,13878.57,0.3124,9,12,6,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.9632,1
36430.21,0.3044,0.7122,2,51,245.82,0.6101,0.6287,0.5326,0.541,0.4616,17.57,0.5117,7648.56,0.21,25,34,21,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.7937,1
48473.76,0.866,0.2023,1,55,150.0,0.3667,0.5784,0.4453,0.4956,0.3996,22.41,0.4468,4476.42,0.0923,5,17,2,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.0963,0
49786.58,0.5951,0.4596,1,57,587.67,0.5506,0.7037,0.5172,0.4937,0.5337,17.63,0.5148,10523.29,0.2114,17,34,16,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.5047,0
33791.61,0.2964,0.6505,1,48,195.8,0.6381,0.7016,0.7575,0.7781,0.7855,9.06,0.7737,10404.92,0.3079,11,18,9,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9352,1
14760.1,0.5784,0.5033,3,38,150.0,0.7003,0.7507,0.5342,0.5385,0.5134,17.46,0.5287,2778.41,0.1882,21,33,20,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.6887,1
31415.46,0.3518,0.8117,4,52,150.0,0.4229,0.6612,0.4139,0.356,0.484,21.82,0.418,7536.5,0.2399,31,45,31,35-49,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.797,1
44015.15,0.305,0.6602,1,58,150.0,0.3689,0.871,0.6948,0.695,0.5758,13.79,0.6552,9224.82,0.2096,25,33,21,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9086,1
27208.24,0.7476,0.2675,3,47,294.58,0.1,0.7974,0.1279,0.1693,0.2304,31.2,0.1758,1172.69,0.0431,32,39,30,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.023,0
47113.91,0.6302,0.3826,1,61,518.88,0.7346,0.7784,0.2937,0.34,0.3383,24.6,0.324,2724.66,0.0578,24,34,19,<25,Female,Middle Income (30k-80k),Freelancer / Creator,0.2531,0
92841.26,0.6641,0.2777,1,69,546.32,0.5556,0.8432,0.5228,0.4715,0.5365,19.19,0.5102,10682.0,0.1151,11,18,10,<25,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.536,0
21221.64,0.3912,0.6464,1,65,150.0,0.4346,0.6554,0.4917,0.5796,0.4924,18.26,0.5213,4355.26,0.2052,28,35,27,25-34,Female,Low Income (<30k),Freelancer / Creator,0.6628,0
70610.43,0.1997,0.7997,1,62,423.39,0.7072,0.3876,0.5253,0.5279,0.549,17.01,0.5341,18505.03,0.2621,16,20,14,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.7093,0
67366.28,0.526,0.6057,3,64,568.5,0.5004,0.8232,0.582,0.5157,0.6112,18.08,0.5696,9755.66,0.1448,53,55,51,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.8705,1
14090.38,0.4114,0.522,1,42,184.22,0.4824,0.8688,0.5512,0.5145,0.5928,16.43,0.5528,3396.4,0.241,21,37,20,<25,Male,Low Income (<30k),Student / First-time Earner,0.8181,1
12000.0,0.4465,0.8103,3,52,150.0,0.5181,0.5401,0.4871,0.4189,0.5171,18.48,0.4744,2630.53,0.2192,29,38,25,35-49,Female,Low Income (<30k),Student / First-time Earner,0.8134,1
22354.35,0.3484,0.8159,1,46,150.0,0.8744,0.7022,0.6661,0.6615,0.5669,15.11,0.6315,4666.23,0.2087,38,44,36,25-34,Female,Low Income (<30k),Salaried Entry-level,0.9465,1
12000.0,0.3422,0.7148,1,64,150.0,0.7022,0.6086,0.6967,0.6941,0.6707,12.76,0.6872,4663.15,0.3886,29,45,26,25-34,Male,Low Income (<30k),Student / First-time Earner,0.8928,0
32549.94,0.3522,0.7782,2,47,167.13,0.7781,0.8168,0.5551,0.5839,0.6316,14.54,0.5902,7204.77,0.2213,31,35,31,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.8714,1
40050.61,0.2575,0.8537,1,60,394.22,0.3756,0.8022,0.5388,0.5703,0.565,16.59,0.558,7231.37,0.1806,41,44,41,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.8646,1
63589.78,0.4826,0.6744,1,69,464.57,0.3921,0.8839,0.4425,0.4606,0.456,20.43,0.453,8739.82,0.1374,56,58,53,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.3545,0
24048.44,0.1759,0.7101,3,52,150.0,0.5301,0.7589,0.6983,0.7009,0.7494,12.89,0.7162,8753.78,0.364,10,24,6,<25,Female,Low Income (<30k),Salaried Entry-level,0.9583,1
50010.08,0.6336,0.383,2,67,379.32,0.5177,0.9369,0.4125,0.4089,0.4448,22.07,0.4221,9298.28,0.1859,15,23,14,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.4834,0
80251.57,0.5144,0.5454,2,77,528.94,0.821,0.803,0.5931,0.6151,0.56,18.32,0.5894,22572.14,0.2813,14,22,12,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.7822,1
22206.95,0.1477,0.98,2,40,396.44,0.8614,0.7727,0.7094,0.7557,0.7036,9.91,0.7229,7960.89,0.3585,14,25,13,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9934,1
18468.28,0.9444,0.2099,1,49,150.0,0.5702,0.5901,0.4022,0.3638,0.4892,21.26,0.4184,5173.84,0.2801,37,42,35,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.2323,0
35483.65,0.3927,0.7777,1,44,150.0,0.6393,0.6918,0.5439,0.5983,0.5845,15.53,0.5756,10007.35,0.282,25,30,23,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.8115,1
47272.37,0.3452,0.6463,2,58,382.65,0.4744,0.714,0.5309,0.4693,0.5104,18.77,0.5035,10343.59,0.2188,31,34,28,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8365,1
36980.12,0.3686,0.6247,2,62,263.62,0.7503,0.6567,0.6189,0.5779,0.5352,19.42,0.5773,9588.77,0.2593,21,36,21,50+,Male,Middle Income (30k-80k),Freelancer / Creator,0.8282,1
73754.44,0.6034,0.5426,1,62,543.6,0.645,0.7198,0.5904,0.5259,0.6027,17.89,0.573,17164.18,0.2327,19,25,19,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.5707,1
63668.33,0.5655,0.4678,1,62,396.5,0.5424,0.8835,0.4094,0.4721,0.4198,21.91,0.4337,7227.32,0.1135,8,20,6,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.3972,0
12000.0,0.3136,0.597,3,40,274.83,0.6956,0.8206,0.7084,0.655,0.5922,21.58,0.6518,2953.01,0.2461,29,43,27,50+,Female,Low Income (<30k),Student / First-time Earner,0.9461,1
15501.14,0.1746,0.9031,1,41,265.79,0.6226,0.6471,0.5986,0.5706,0.6676,13.58,0.6122,3216.23,0.2075,17,26,13,<25,Male,Low Income (<30k),Student / First-time Earner,0.9565,1
44508.54,0.3199,0.7522,1,54,619.01,0.6733,0.6945,0.6942,0.6328,0.692,15.67,0.673,9876.7,0.2219,15,21,11,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.8328,1
44843.96,0.436,0.6872,2,54,387.33,0.6897,0.9363,0.5921,0.6377,0.6061,16.71,0.612,9497.17,0.2118,11,25,6,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.8693,0
40130.79,0.3172,0.7056,1,56,332.88,0.673,0.6151,0.5464,0.5488,0.5821,19.8,0.5591,8351.92,0.2081,21,36,18,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.7666,0
57987.45,0.4019,0.4624,2,61,495.7,0.6267,0.838,0.5134,0.4982,0.4004,18.94,0.4707,11250.25,0.194,17,22,14,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.7261,0
18744.69,0.4981,0.5615,2,64,220.03,0.1,0.9246,0.3906,0.3321,0.4413,22.05,0.388,3615.88,0.1929,30,38,29,<25,Female,Low Income (<30k),Freelancer / Creator,0.6061,1
30493.54,0.231,0.8335,2,66,472.76,0.6738,0.7761,0.6737,0.6642,0.6101,15.92,0.6494,9113.48,0.2989,10,13,10,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9588,1
19534.12,0.5518,0.4819,1,39,308.81,0.7664,0.6908,0.6222,0.5986,0.612,15.27,0.6109,3635.23,0.1861,15,19,12,35-49,Female,Low Income (<30k),Gig Worker / Delivery,0.7427,1
40157.86,0.6643,0.4496,2,67,471.13,0.5514,0.2,0.4159,0.387,0.451,33.44,0.418,6773.38,0.1687,19,23,14,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.1294,0
51234.44,0.1971,0.8039,1,65,199.34,0.4515,0.8638,0.5247,0.4466,0.5115,17.87,0.4943,15358.29,0.2998,51,62,49,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9209,1
25224.92,0.2463,0.7459,1,47,177.51,0.8017,0.9531,0.7369,0.6865,0.668,11.64,0.6971,6467.41,0.2564,12,27,10,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.9316,1
15568.12,0.2752,0.712,2,26,150.0,0.7412,0.7812,0.5443,0.6047,0.5175,18.82,0.5555,3446.03,0.2214,37,47,33,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.9171,1
16603.84,0.4599,0.6985,2,53,150.95,0.674,0.8602,0.8258,0.7949,0.8529,9.25,0.8245,4587.61,0.2763,15,29,13,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.9368,1
19117.44,0.3604,0.6679,1,52,152.97,0.4381,0.757,0.4314,0.4354,0.3962,25.29,0.421,2849.2,0.149,35,45,30,25-34,Male,Low Income (<30k),Salaried Entry-level,0.6092,1
24359.91,0.294,0.8378,1,49,293.46,0.6333,0.6488,0.646,0.6252,0.7064,15.39,0.6592,6371.15,0.2615,28,44,23,50+,Female,Low Income (<30k),Freelancer / Creator,0.9157,1
36219.37,0.7801,0.4211,3,71,338.06,0.5313,0.9266,0.4475,0.3799,0.4365,21.2,0.4213,8012.42,0.2212,24,34,22,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.3778,0
36510.0,0.3137,0.6351,2,51,261.98,0.6124,0.5063,0.6565,0.6212,0.596,17.12,0.6246,9324.96,0.2554,15,30,14,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.7878,1
20215.17,0.834,0.1676,1,53,438.29,0.6152,0.655,0.3489,0.3293,0.4151,27.16,0.3644,3108.67,0.1538,35,41,33,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.0961,0
20683.49,0.6355,0.4031,3,45,322.83,0.6652,0.8074,0.4685,0.5474,0.4936,18.76,0.5032,2572.84,0.1244,25,32,24,<25,Female,Low Income (<30k),Freelancer / Creator,0.3799,1
28155.88,0.4453,0.5807,1,63,150.0,0.5953,0.667,0.5879,0.5941,0.6017,15.44,0.5946,7161.91,0.2544,18,31,17,35-49,Male,Low Income (<30k),Salaried Entry-level,0.766,1
69069.81,0.3314,0.7128,2,80,443.11,0.6863,0.8078,0.4296,0.4178,0.4923,26.35,0.4466,9585.51,0.1388,12,28,7,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7407,0
65530.15,0.3263,0.6685,1,64,181.26,0.6178,0.9214,0.5262,0.4981,0.5742,17.85,0.5328,19854.61,0.303,40,55,36,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8392,1
24940.82,0.4057,0.6598,2,47,245.01,0.4928,0.8849,0.6186,0.5374,0.5818,18.46,0.5793,7704.11,0.3089,34,42,29,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.9143,1
24832.0,0.6938,0.5254,1,58,150.0,0.2604,0.8465,0.41,0.4145,0.4077,21.1,0.4107,4750.98,0.1913,53,57,50,50+,Female,Low Income (<30k),Gig Worker / Delivery,0.4864,0
26675.46,0.1988,0.8028,1,55,150.0,0.8065,0.5784,0.6799,0.6535,0.7185,11.58,0.684,8393.05,0.3146,11,25,10,25-34,Female,Low Income (<30k),Informal MSME / Shopkeeper,0.9754,1
21315.36,0.5032,0.7181,2,55,296.08,0.846,0.6218,0.5461,0.5619,0.6249,16.33,0.5777,1592.19,0.0747,29,37,27,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.8828,1
48749.63,0.2678,0.9334,2,43,339.41,0.5047,0.9292,0.6174,0.6055,0.5309,15.23,0.5846,12098.57,0.2482,23,28,21,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.9318,1
36182.59,0.6057,0.4801,1,57,425.79,0.5492,0.7445,0.4664,0.4335,0.4326,20.7,0.4442,3617.49,0.1,30,38,26,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.5447,0
101779.54,0.6387,0.3757,1,75,335.2,0.7186,0.7134,0.3557,0.3133,0.3081,27.05,0.3257,13038.38,0.1281,35,48,34,25-34,Male,Upper Middle (>80k),Freelancer / Creator,0.3278,0
38625.57,0.4553,0.5753,2,55,253.15,0.3235,0.6039,0.4711,0.4922,0.5495,17.61,0.5043,6439.66,0.1667,42,54,40,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.768,1
34241.0,0.4624,0.57,1,59,343.01,0.7604,0.5517,0.6159,0.5707,0.4938,15.72,0.5601,10570.92,0.3087,10,20,5,50+,Female,Middle Income (30k-80k),Salaried Entry-level,0.8028,1
48720.42,0.2043,0.9017,1,60,418.3,0.6293,0.6595,0.745,0.8218,0.7306,13.11,0.7658,13993.55,0.2872,25,32,24,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.947,1
133303.51,0.707,0.3977,1,79,514.22,0.2305,0.6276,0.4923,0.4911,0.5504,18.01,0.5113,25624.85,0.1922,50,52,50,<25,Female,Upper Middle (>80k),Freelancer / Creator,0.4877,0
76029.6,0.5562,0.4964,1,63,681.98,0.4946,0.664,0.5823,0.6032,0.5967,18.46,0.5941,11991.44,0.1577,34,43,32,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6452,1
50595.8,0.5147,0.5498,4,55,555.46,0.4889,0.7358,0.6605,0.618,0.6198,16.88,0.6327,11852.68,0.2343,22,39,18,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.8268,1
53293.31,0.5469,0.5412,2,72,178.67,0.4992,0.7118,0.5072,0.4518,0.5024,18.53,0.4871,9461.8,0.1775,22,39,22,50+,Female,Middle Income (30k-80k),Freelancer / Creator,0.8079,1
52417.8,0.4594,0.6765,3,51,500.69,0.7208,0.5514,0.6249,0.5596,0.5331,32.62,0.5725,13341.48,0.2545,16,29,15,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.679,1
48647.8,0.4489,0.5484,1,53,381.45,0.5387,0.4329,0.4006,0.3632,0.4618,20.71,0.4086,10218.16,0.21,8,20,3,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.4781,1
30274.47,0.3703,0.6365,2,54,484.98,0.8475,0.5315,0.5393,0.5658,0.6033,15.12,0.5695,7676.18,0.2536,34,42,33,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.9353,1
23844.41,0.3117,0.7469,2,54,150.0,0.7387,0.8148,0.629,0.6601,0.5787,15.61,0.6226,6509.1,0.273,25,29,21,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.9448,1
17486.56,0.3384,0.7134,3,33,243.29,0.8481,0.8389,0.7915,0.737,0.8099,11.84,0.7794,4349.6,0.2487,26,30,26,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.9811,1
33437.83,0.4112,0.507,4,45,360.75,0.6926,0.7073,0.6758,0.6725,0.7303,11.13,0.6929,10423.39,0.3117,35,37,34,<25,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.9093,1
25854.85,0.7701,0.3239,2,51,392.58,0.488,0.6616,0.6276,0.636,0.5337,15.41,0.5991,2623.98,0.1015,40,53,37,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.5671,1
17525.63,0.6563,0.508,1,48,526.97,0.3321,0.9172,0.5399,0.6214,0.5505,20.43,0.5706,4578.22,0.2612,16,26,13,25-34,Male,Low Income (<30k),Student / First-time Earner,0.2662,1
32540.11,0.1917,0.743,2,46,200.05,0.4126,0.7068,0.6293,0.6198,0.5604,14.25,0.6032,7056.24,0.2168,61,66,57,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9646,1
21976.47,0.3953,0.6695,1,54,150.0,0.686,0.7977,0.4125,0.3707,0.4848,21.48,0.4227,3104.52,0.1413,6,9,3,35-49,Male,Low Income (<30k),Student / First-time Earner,0.5815,1
87901.27,0.5703,0.6385,1,75,415.62,0.6413,0.9292,0.5051,0.5241,0.4742,21.33,0.5011,11245.65,0.1279,71,77,60,50+,Female,Upper Middle (>80k),Freelancer / Creator,0.7344,1
24137.14,0.3724,0.5961,2,70,233.72,0.7263,0.851,0.5994,0.6005,0.5986,16.95,0.5995,5246.56,0.2174,16,23,14,50+,Male,Low Income (<30k),Freelancer / Creator,0.8736,1
33622.2,0.2279,0.807,2,48,237.07,0.5209,0.5799,0.7183,0.6756,0.6276,11.45,0.6738,12740.87,0.3789,28,43,26,<25,Female,Middle Income (30k-80k),Salaried Entry-level,0.9756,1
46215.4,0.6736,0.4435,1,56,150.0,0.3025,0.846,0.5462,0.5488,0.4856,22.69,0.5269,6251.63,0.1353,33,44,28,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.2591,0
30480.49,0.6042,0.4691,4,52,319.8,0.5327,0.8493,0.5742,0.6143,0.6172,15.14,0.6019,6231.02,0.2044,36,48,34,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8207,1
48827.69,0.3195,0.7361,1,55,171.26,0.5268,0.7486,0.4037,0.457,0.486,19.53,0.4489,10132.11,0.2075,22,31,21,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8528,1
67726.77,0.5085,0.6275,1,65,434.37,0.7233,0.8475,0.5491,0.4948,0.5357,19.09,0.5265,11724.89,0.1731,10,26,7,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7181,0
34053.9,0.381,0.6218,2,55,269.69,0.6877,0.7381,0.5043,0.5104,0.5176,18.57,0.5107,7523.82,0.2209,29,31,26,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.8391,0
27305.6,0.5891,0.4889,1,58,274.85,0.5414,0.5299,0.501,0.4251,0.4135,19.44,0.4465,4901.08,0.1795,6,10,1,50+,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.4424,0
17507.26,0.4883,0.5732,1,46,150.0,0.813,0.7582,0.6143,0.5844,0.6554,16.56,0.618,3712.11,0.212,25,33,24,25-34,Female,Low Income (<30k),Student / First-time Earner,0.7372,0
12000.0,0.1848,0.8285,1,49,192.25,0.6212,0.7436,0.5771,0.6252,0.6387,14.41,0.6137,2175.3,0.1813,18,20,15,35-49,Male,Low Income (<30k),Student / First-time Earner,0.9551,1
35996.54,0.4859,0.5792,1,66,204.25,0.6906,0.8425,0.6505,0.6839,0.7086,11.62,0.681,8616.99,0.2394,5,12,2,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.8261,1
44550.9,0.4744,0.5795,1,50,150.0,0.753,0.745,0.7308,0.7213,0.7547,10.2,0.7356,7872.55,0.1767,31,46,27,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9072,1
30302.83,0.199,0.7496,2,49,439.82,0.4868,0.9265,0.4615,0.4445,0.406,21.64,0.4373,3937.66,0.1299,43,50,39,50+,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.7221,1
21105.36,0.2496,0.7273,1,45,377.82,0.8079,0.5249,0.4816,0.4244,0.5388,18.89,0.4816,5657.97,0.2681,13,22,11,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8847,1
18831.21,0.4356,0.5249,4,53,162.74,0.7006,0.8066,0.5211,0.444,0.4177,20.06,0.4609,3827.03,0.2032,19,24,18,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.7077,1
75708.88,0.3731,0.6662,1,59,511.68,0.4705,0.7159,0.556,0.5278,0.5753,23.46,0.553,13752.53,0.1817,47,63,44,50+,Female,Middle Income (30k-80k),Freelancer / Creator,0.8346,1
35210.99,0.6398,0.4325,2,48,150.0,0.6881,0.6081,0.3149,0.2214,0.3505,28.44,0.2956,704.22,0.02,25,29,22,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.1281,0
44236.59,0.3303,0.7663,3,57,467.11,0.6289,0.7898,0.4772,0.4653,0.4409,21.83,0.4611,7542.98,0.1705,16,33,16,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7428,1
18440.36,0.251,0.8935,1,47,150.0,0.3422,0.8076,0.7099,0.712,0.752,10.81,0.7247,4812.73,0.261,43,54,41,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.9772,1
63211.39,0.2461,0.814,1,57,303.65,0.729,0.9386,0.5403,0.5028,0.4311,24.66,0.4914,13133.39,0.2078,24,27,19,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8775,1
